Ruta_Archivo,Video_Origen,ID_Accion,Actividad,Frame_Inicio,Frame_Fin
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2706,2708
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2724,2725
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2747,2749
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2764,2766
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2778,2780
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2793,2794
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2804,2806
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2816,2818
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2832,2834
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2848,2850
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2857,2860
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2892,2893
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2913,2915
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2933,2935
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,2974,2975
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3016,3018
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3044,3047
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3065,3068
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3121,3122
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3127,3128
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3133,3135
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3151,3153
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3185,3187
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3212,3213
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3239,3241
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3246,3249
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3273,3274
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3322,3323
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3333,3335
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3352,3354
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3359,3363
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3382,3384
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3431,3436
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3494,3496
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3500,3501
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3524,3526
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3578,3579
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3601,3603
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3611,3614
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3627,3629
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3649,3651
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3670,3672
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3693,3694
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3705,3709
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3723,3725
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3731,3734
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3757,3758
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3765,3767
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3780,3781
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3801,3803
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3855,3857
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3871,3872
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3886,3888
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,3982,3983
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4058,4060
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4065,4068
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4081,4083
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4125,4126
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4130,4132
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4137,4139
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4150,4152
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4166,4168
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4189,4190
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4252,4253
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4334,4337
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4362,4365
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4379,4381
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4400,4402
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4443,4444
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4497,4500
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4525,4528
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4533,4535
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4546,4548
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4557,4559
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4584,4586
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4605,4608
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4674,4677
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4684,4685
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4698,4703
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4727,4728
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4734,4736
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4741,4744
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4749,4752
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4777,4779
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4794,4795
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4860,4861
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,4966,4969
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5018,5020
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5024,5025
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5030,5032
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5043,5045
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5055,5056
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5067,5068
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5094,5095
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5123,5124
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5175,5177
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5188,5189
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5208,5210
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5267,5270
/mnt/c/Users/user/Documents/Alejandro_Mesa_Gomez/Vicomtech/dmd/gB/7/s5/gB_7_s5_2019-03-13T13;55;52+01;00_rgb_ann_drowsiness.json,gB_7_s5_2019-03-13T13;55;52+01;00_drowsiness,3,eyes_state/closing,5396,5397
