file_id                                   , frame_start, frame_end, activity       , delta
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15099,     15144, eat_drink      ,    45
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15144,     15189, eat_drink      ,    45
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15189,     15234, eat_drink      ,    45
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15234,     15279, eat_drink      ,    45
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15279,     15324, eat_drink      ,    45
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15324,     15369, eat_drink      ,    45
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15369,     15374, eat_drink      ,     5
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15374,     15410, reaching_behind,    36
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15410,     15432, reaching_behind,    22
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15432,     15477, eat_drink      ,    45
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15477,     15502, eat_drink      ,    25
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15502,     15547, eat_drink      ,    45
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15547,     15561, eat_drink      ,    14
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15561,     15576, eat_drink      ,    15
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15576,     15607, reaching_behind,    31
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15607,     15616, electronics    ,     9
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15754,     15772, electronics    ,    18
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15780,     15785, electronics    ,     5
vp3/run2_2018-05-29-16-03-37.kinect_color ,       15837,     15845, electronics    ,     8
vp4/run1_2018-05-22-13-28-51.kinect_color ,        1679,      1692, electronics    ,    13
vp4/run1_2018-05-22-13-28-51.kinect_color ,        6057,      6070, electronics    ,    13
vp4/run1_2018-05-22-13-28-51.kinect_color ,        6416,      6457, reaching_behind,    41
vp4/run1_2018-05-22-13-28-51.kinect_color ,        6462,      6469, electronics    ,     7
vp4/run1_2018-05-22-13-28-51.kinect_color ,        6480,      6526, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,        6526,      6571, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        6571,      6594, reaching_behind,    23
vp4/run1_2018-05-22-13-28-51.kinect_color ,        6652,      6698, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,        6698,      6709, reaching_behind,    11
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7120,      7135, electronics    ,    15
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7182,      7227, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7227,      7272, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7272,      7318, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7318,      7363, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7363,      7394, reaching_behind,    31
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7462,      7508, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7508,      7541, reaching_behind,    33
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7667,      7713, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7713,      7758, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7758,      7763, reaching_behind,     5
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7763,      7808, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7808,      7818, reaching_behind,    10
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7818,      7853, reaching_behind,    35
vp4/run1_2018-05-22-13-28-51.kinect_color ,        7853,      7895, reaching_behind,    42
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8056,      8098, reaching_behind,    42
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8098,      8143, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8143,      8188, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8188,      8233, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8233,      8278, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8278,      8282, eat_drink      ,     4
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8282,      8313, reaching_behind,    31
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8313,      8358, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8358,      8403, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8403,      8449, eat_drink      ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8449,      8494, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8494,      8540, eat_drink      ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8540,      8585, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8585,      8630, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8630,      8675, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8675,      8692, eat_drink      ,    17
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8692,      8732, reaching_behind,    40
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8733,      8778, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8778,      8823, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8823,      8868, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8868,      8914, eat_drink      ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8914,      8959, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        8959,      9005, eat_drink      ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,        9005,      9050, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        9050,      9095, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        9095,      9106, eat_drink      ,    11
vp4/run1_2018-05-22-13-28-51.kinect_color ,        9106,      9130, reaching_behind,    24
vp4/run1_2018-05-22-13-28-51.kinect_color ,        9236,      9245, electronics    ,     9
vp4/run1_2018-05-22-13-28-51.kinect_color ,        9245,      9258, reaching_behind,    13
vp4/run1_2018-05-22-13-28-51.kinect_color ,        9509,      9554, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,        9554,      9573, reaching_behind,    19
vp4/run1_2018-05-22-13-28-51.kinect_color ,        9609,      9620, electronics    ,    11
vp4/run1_2018-05-22-13-28-51.kinect_color ,       12729,     12775, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       12775,     12807, reaching_behind,    32
vp4/run1_2018-05-22-13-28-51.kinect_color ,       15814,     15844, reaching_behind,    30
vp4/run1_2018-05-22-13-28-51.kinect_color ,       15844,     15889, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       15889,     15934, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       15934,     15979, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       15979,     16024, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16024,     16069, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16069,     16114, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16114,     16159, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16159,     16166, reaching_behind,     7
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16219,     16264, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16264,     16309, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16309,     16354, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16354,     16372, reaching_behind,    18
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16518,     16535, reaching_behind,    17
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16543,     16546, electronics    ,     3
vp4/run1_2018-05-22-13-28-51.kinect_color ,       16688,     16697, electronics    ,     9
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17286,     17331, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17331,     17335, reaching_behind,     4
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17335,     17380, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17380,     17385, electronics    ,     5
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17385,     17433, electronics    ,    48
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17433,     17479, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17479,     17524, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17524,     17569, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17569,     17615, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17615,     17661, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17661,     17707, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17707,     17752, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17752,     17797, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17797,     17842, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17842,     17887, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17887,     17932, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17932,     17977, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       17977,     18023, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18023,     18069, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18069,     18095, electronics    ,    26
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18110,     18135, reaching_behind,    25
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18679,     18724, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18724,     18770, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18770,     18815, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18815,     18860, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18860,     18907, reaching_behind,    47
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18929,     18964, reaching_behind,    35
vp4/run1_2018-05-22-13-28-51.kinect_color ,       18986,     19032, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19032,     19042, reaching_behind,    10
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19142,     19188, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19188,     19201, reaching_behind,    13
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19201,     19245, reaching_behind,    44
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19308,     19353, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19353,     19386, reaching_behind,    33
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19388,     19433, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19433,     19479, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19479,     19524, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19524,     19557, reaching_behind,    33
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19557,     19602, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19602,     19647, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19647,     19694, electronics    ,    47
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19694,     19740, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19740,     19785, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19785,     19830, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19830,     19877, electronics    ,    47
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19877,     19922, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19922,     19967, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       19967,     20013, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20013,     20058, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20058,     20104, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20104,     20149, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20149,     20194, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20194,     20240, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20240,     20287, electronics    ,    47
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20287,     20333, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20333,     20338, electronics    ,     5
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20338,     20382, reaching_behind,    44
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20382,     20428, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20428,     20474, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20474,     20519, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20519,     20565, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20565,     20610, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20610,     20655, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20655,     20700, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20700,     20745, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20745,     20790, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20790,     20836, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20836,     20881, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20881,     20927, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20927,     20972, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       20972,     21016, electronics    ,    44
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21016,     21062, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21062,     21106, electronics    ,    44
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21106,     21152, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21152,     21198, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21198,     21244, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21244,     21289, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21289,     21336, electronics    ,    47
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21336,     21381, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21381,     21389, electronics    ,     8
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21389,     21435, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21435,     21481, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21481,     21527, electronics    ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21527,     21572, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21572,     21617, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21617,     21623, electronics    ,     6
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21724,     21736, electronics    ,    12
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21736,     21774, reaching_behind,    38
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21839,     21884, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21884,     21895, reaching_behind,    11
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21895,     21934, electronics    ,    39
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21934,     21979, electronics    ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       21979,     22008, electronics    ,    29
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22008,     22022, electronics    ,    14
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22174,     22181, electronics    ,     7
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22474,     22497, electronics    ,    23
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22546,     22570, electronics    ,    24
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22599,     22645, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22645,     22649, reaching_behind,     4
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22668,     22714, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22732,     22759, reaching_behind,    27
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22759,     22804, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22804,     22850, eat_drink      ,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22850,     22895, eat_drink      ,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22895,     22928, eat_drink      ,    33
vp4/run1_2018-05-22-13-28-51.kinect_color ,       22928,     22971, reaching_behind,    43
vp4/run1_2018-05-22-13-28-51.kinect_color ,       23137,     23146, electronics    ,     9
vp4/run1_2018-05-22-13-28-51.kinect_color ,       23726,     23743, electronics    ,    17
vp4/run1_2018-05-22-13-28-51.kinect_color ,       24091,     24105, electronics    ,    14
vp4/run1_2018-05-22-13-28-51.kinect_color ,       25272,     25283, electronics    ,    11
vp4/run1_2018-05-22-13-28-51.kinect_color ,       26239,     26257, electronics    ,    18
vp4/run1_2018-05-22-13-28-51.kinect_color ,       27110,     27119, electronics    ,     9
vp4/run1_2018-05-22-13-28-51.kinect_color ,       27600,     27615, electronics    ,    15
vp4/run1_2018-05-22-13-28-51.kinect_color ,       28089,     28096, reaching_behind,     7
vp4/run1_2018-05-22-13-28-51.kinect_color ,       28227,     28235, electronics    ,     8
vp4/run1_2018-05-22-13-28-51.kinect_color ,       29286,     29332, reaching_behind,    46
vp4/run1_2018-05-22-13-28-51.kinect_color ,       29332,     29353, reaching_behind,    21
vp4/run1_2018-05-22-13-28-51.kinect_color ,       29864,     29876, reaching_behind,    12
vp4/run1_2018-05-22-13-28-51.kinect_color ,       30454,     30499, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       31238,     31249, reaching_behind,    11
vp4/run1_2018-05-22-13-28-51.kinect_color ,       31249,     31294, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       31294,     31326, reaching_behind,    32
vp4/run1_2018-05-22-13-28-51.kinect_color ,       31326,     31373, reaching_behind,    47
vp4/run1_2018-05-22-13-28-51.kinect_color ,       31373,     31418, reaching_behind,    45
vp4/run1_2018-05-22-13-28-51.kinect_color ,       31418,     31424, reaching_behind,     6
vp4/run1_2018-05-22-13-28-51.kinect_color ,       31701,     31733, reaching_behind,    32
vp4/run1_2018-05-22-13-28-51.kinect_color ,       31746,     31756, electronics    ,    10
vp4/run2_2018-05-22-14-25-04.kinect_color ,         960,       966, electronics    ,     6
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5169,      5214, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5214,      5224, electronics    ,    10
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5609,      5654, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5654,      5663, reaching_behind,     9
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5663,      5707, eat_drink      ,    44
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5707,      5752, eat_drink      ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5752,      5798, eat_drink      ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5798,      5844, eat_drink      ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5844,      5869, eat_drink      ,    25
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5869,      5903, reaching_behind,    34
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5903,      5950, eat_drink      ,    47
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5950,      5996, eat_drink      ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,        5996,      6041, eat_drink      ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        6041,      6086, eat_drink      ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        6086,      6110, eat_drink      ,    24
vp4/run2_2018-05-22-14-25-04.kinect_color ,        6110,      6155, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        6155,      6162, reaching_behind,     7
vp4/run2_2018-05-22-14-25-04.kinect_color ,        6669,      6715, reaching_behind,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,        6715,      6760, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        6760,      6805, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        6805,      6812, reaching_behind,     7
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8406,      8452, reaching_behind,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8452,      8497, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8497,      8542, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8542,      8588, reaching_behind,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8588,      8632, reaching_behind,    44
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8632,      8679, reaching_behind,    47
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8679,      8725, reaching_behind,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8725,      8746, reaching_behind,    21
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8746,      8772, reaching_behind,    26
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8772,      8809, eat_drink      ,    37
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8809,      8854, eat_drink      ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8854,      8899, eat_drink      ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8899,      8928, eat_drink      ,    29
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8928,      8973, eat_drink      ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8973,      8986, eat_drink      ,    13
vp4/run2_2018-05-22-14-25-04.kinect_color ,        8999,      9019, reaching_behind,    20
vp4/run2_2018-05-22-14-25-04.kinect_color ,        9120,      9131, electronics    ,    11
vp4/run2_2018-05-22-14-25-04.kinect_color ,       10704,     10749, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       10749,     10794, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       10794,     10804, reaching_behind,    10
vp4/run2_2018-05-22-14-25-04.kinect_color ,       10850,     10859, electronics    ,     9
vp4/run2_2018-05-22-14-25-04.kinect_color ,       11262,     11306, reaching_behind,    44
vp4/run2_2018-05-22-14-25-04.kinect_color ,       11306,     11343, reaching_behind,    37
vp4/run2_2018-05-22-14-25-04.kinect_color ,       11731,     11754, reaching_behind,    23
vp4/run2_2018-05-22-14-25-04.kinect_color ,       11754,     11799, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       11799,     11830, reaching_behind,    31
vp4/run2_2018-05-22-14-25-04.kinect_color ,       12116,     12136, reaching_behind,    20
vp4/run2_2018-05-22-14-25-04.kinect_color ,       12136,     12146, electronics    ,    10
vp4/run2_2018-05-22-14-25-04.kinect_color ,       12587,     12630, reaching_behind,    43
vp4/run2_2018-05-22-14-25-04.kinect_color ,       13296,     13303, electronics    ,     7
vp4/run2_2018-05-22-14-25-04.kinect_color ,       13566,     13611, reaching_behind,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       13611,     13657, reaching_behind,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       13657,     13678, reaching_behind,    21
vp4/run2_2018-05-22-14-25-04.kinect_color ,       13843,     13887, reaching_behind,    44
vp4/run2_2018-05-22-14-25-04.kinect_color ,       13887,     13933, reaching_behind,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       13933,     13957, reaching_behind,    24
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14099,     14118, reaching_behind,    19
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14118,     14145, reaching_behind,    27
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14145,     14174, reaching_behind,    29
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14174,     14215, reaching_behind,    41
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14215,     14262, reaching_behind,    47
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14262,     14308, reaching_behind,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14308,     14323, reaching_behind,    15
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14323,     14369, electronics    ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14369,     14400, electronics    ,    31
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14400,     14445, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14445,     14490, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14490,     14536, electronics    ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14536,     14581, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14581,     14627, electronics    ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14627,     14655, electronics    ,    28
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14655,     14694, reaching_behind,    39
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14696,     14741, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14741,     14786, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14786,     14831, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14831,     14877, electronics    ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14877,     14922, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14922,     14967, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       14967,     15013, electronics    ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15013,     15059, electronics    ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15059,     15104, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15104,     15149, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15149,     15195, electronics    ,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15195,     15240, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15240,     15285, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15285,     15330, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15330,     15376, reaching_behind,    46
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15376,     15379, reaching_behind,     3
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15379,     15424, electronics    ,    45
vp4/run2_2018-05-22-14-25-04.kinect_color ,       15424,     15469, electronics    ,    45
