Ruta_Archivo,Frame_Inicio,Frame_Fin,label,activity
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,2538,2599,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,3497,3534,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,3694,3743,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,5016,5051,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,5152,5198,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,1425,1529,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,1567,1610,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,1673,1704,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,1785,1818,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,1929,1972,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,4055,4084,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,4092,4130,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,4170,4206,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,4615,4649,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-05T10;45;51+01;00_rgb_ann_distraction.json,4690,4724,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1,452,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,470,520,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,560,622,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,731,1064,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1332,1615,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1651,1681,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1715,1800,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1834,2315,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,2450,2529,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,2802,2944,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,3079,3120,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,3178,3198,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,3222,3586,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,3957,4194,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,4312,4693,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,4719,4877,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,5203,5817,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,5839,5870,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,5904,5942,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,5968,6013,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,6084,6344,safe,safe_drive
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,2381,2419,unsafe,texting_right
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,453,469,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,521,559,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,623,730,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,2945,3078,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,3121,3177,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,3199,3221,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,5818,5838,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,5871,5903,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,5943,5967,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,6014,6083,unsafe,radio
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1065,1115,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1270,1331,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,2530,2560,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,2745,2801,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,3587,3639,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,3905,3956,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,4878,4940,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,5145,5202,reaching,reach_side
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1616,1650,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1682,1714,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,1801,1833,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,2316,2380,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,2420,2449,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,4195,4311,unsafe,talking_to_passenger
dmd/gF/24/s1/gF_24_s1_2019-03-04T15;26;10+01;00_rgb_ann_distraction.json,4694,4718,unsafe,talking_to_passenger
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,3,70,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,91,134,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,173,536,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,747,836,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,854,1073,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2213,2309,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2325,2506,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2947,3071,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,3339,3753,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,5001,5319,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,5693,5787,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,5815,6060,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,6319,6496,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,6516,6620,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,6945,7099,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,7129,7280,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,8440,8487,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,8510,8591,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,8628,8869,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,10287,10471,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,10834,10984,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,11006,11153,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,11330,11475,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,11505,11787,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,11817,11875,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,12330,12555,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,12577,12698,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,12913,13171,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,13367,13542,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,13559,13631,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,13825,14063,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,1122,1151,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2122,2135,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2635,2723,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2761,2813,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2838,2896,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,3796,3808,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,4948,4958,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,5390,5622,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,1152,2121,unsafe,phonecall_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,3809,4947,unsafe,phonecall_right
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,7413,7488,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,8349,8373,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,8994,9004,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,10223,10237,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,10546,10790,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,11987,12278,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,7489,7508,unsafe,phonecall_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,7543,7616,unsafe,phonecall_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,7640,7775,unsafe,phonecall_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,7798,8348,unsafe,phonecall_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,9005,9192,unsafe,phonecall_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,9206,9297,unsafe,phonecall_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,9316,10222,unsafe,phonecall_left
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,537,632,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,714,746,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,1074,1121,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2136,2186,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2534,2634,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,2897,2946,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,3108,3161,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,3259,3303,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,3754,3795,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,4959,5000,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,5320,5389,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,5623,5666,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,6061,6111,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,6224,6292,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,6644,6732,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,6889,6944,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,7281,7339,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,8374,8439,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,8870,8923,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,10238,10286,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,10472,10545,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,10791,10833,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,11154,11205,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,11298,11329,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,11876,11968,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,12279,12329,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,12699,12778,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,12866,12912,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,13172,13230,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,13319,13366,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,13632,13680,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-25T14;55;37+01;00_rgb_ann_distraction.json,13785,13824,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,3,130,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,145,341,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,358,380,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,408,456,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,473,660,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,906,985,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,1007,1266,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,2617,2692,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,2764,2856,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,3236,3342,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,3358,3443,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,3724,3853,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,3889,4075,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,4105,4196,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,5415,5623,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,5637,5650,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,6104,6359,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,6590,6633,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,6689,6823,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,6843,7022,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,7351,7596,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,8946,8979,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,8994,9141,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,9503,9823,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,9964,10043,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,10202,10379,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,10393,10591,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,10611,10847,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,10863,10934,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,11649,11725,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,11738,11789,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,12136,12184,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,12199,12504,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,12779,13213,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,13507,13936,safe,safe_drive
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,1328,1355,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,2514,2556,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,2914,3174,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,4282,4304,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,5307,5349,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,5707,6033,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,7698,7733,unsafe,texting_right
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,1356,2513,unsafe,phonecall_right
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,4305,5306,unsafe,phonecall_right
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,8869,8878,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,9191,9450,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,11026,11039,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,11579,11591,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,11839,12084,unsafe,texting_left
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,7734,8868,unsafe,phonecall_left
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,11040,11578,unsafe,phonecall_left
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,1267,1327,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,2557,2616,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,2857,2913,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,3175,3235,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,3463,3524,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,3666,3723,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,4213,4281,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,5350,5414,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,5651,5706,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,6034,6074,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,7023,7067,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,7289,7350,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,7597,7679,reaching,reach_side
dmd/gF/24/s4/gF_24_s4_2019-03-20T10;12;08+01;00_rgb_ann_distraction.json,8879,8945,reaching,reach_side
